starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 08 20:57:49 2013	1365447469	0	83	83	58
Mon Apr 08 20:57:43 2013	1365447463	0	83	83	71
Mon Apr 08 20:57:39 2013	1365447459	0	83	83	50
Mon Apr 08 20:57:09 2013	1365447429	0	83	83	72
Mon Apr 08 20:57:22 2013	1365447442	0	83	83	59
Mon Apr 08 20:57:51 2013	1365447471	0	83	83	63
Mon Apr 08 20:57:41 2013	1365447461	0	83	83	57
Mon Apr 08 20:57:58 2013	1365447478	0	83	83	65
Mon Apr 08 20:57:58 2013	1365447478	0	83	83	50
Mon Apr 08 20:57:28 2013	1365447448	0	83	83	59
Mon Apr 08 20:58:05 2013	1365447485	0	83	83	59
Mon Apr 08 20:57:23 2013	1365447443	0	83	83	55
Mon Apr 08 20:57:30 2013	1365447450	0	83	83	63
Mon Apr 08 20:57:56 2013	1365447476	0	83	83	54
Mon Apr 08 20:57:16 2013	1365447436	0	83	83	71
Mon Apr 08 20:57:39 2013	1365447459	0	83	83	54
Mon Apr 08 20:57:21 2013	1365447441	0	83	83	58
Mon Apr 08 20:57:27 2013	1365447447	0	83	83	52
Mon Apr 08 20:57:23 2013	1365447443	0	83	83	57
Mon Apr 08 20:57:17 2013	1365447437	0	83	83	78
Mon Apr 08 20:57:39 2013	1365447459	0	83	83	66
Mon Apr 08 20:57:32 2013	1365447452	0	83	83	53
Mon Apr 08 20:57:22 2013	1365447442	0	83	83	63
Mon Apr 08 20:57:28 2013	1365447448	0	83	83	61
Mon Apr 08 20:57:24 2013	1365447444	0	83	83	62
Mon Apr 08 20:57:24 2013	1365447444	0	83	83	59
Mon Apr 08 20:57:10 2013	1365447430	0	83	83	68
Mon Apr 08 20:57:23 2013	1365447443	0	83	83	60
Mon Apr 08 20:57:57 2013	1365447477	1	83	83	47
Mon Apr 08 20:58:04 2013	1365447484	0	83	83	55
Mon Apr 08 20:57:48 2013	1365447468	0	83	83	54
Mon Apr 08 20:57:32 2013	1365447452	0	83	84	65
Mon Apr 08 20:57:30 2013	1365447450	1	83	84	59
Mon Apr 08 20:57:26 2013	1365447446	0	83	84	65
Mon Apr 08 20:57:27 2013	1365447447	0	83	84	59
Mon Apr 08 20:57:32 2013	1365447452	0	83	84	64
Mon Apr 08 20:57:11 2013	1365447431	0	83	84	77
Mon Apr 08 20:57:18 2013	1365447438	0	83	84	74
Mon Apr 08 20:57:34 2013	1365447454	0	83	84	55
Mon Apr 08 20:57:44 2013	1365447464	0	83	84	53
Mon Apr 08 20:57:38 2013	1365447458	0	83	84	56
Mon Apr 08 20:57:43 2013	1365447463	0	83	84	59
Mon Apr 08 20:58:02 2013	1365447482	0	83	84	55
Mon Apr 08 20:57:32 2013	1365447452	0	83	84	57
Mon Apr 08 20:57:16 2013	1365447436	0	83	84	60
Mon Apr 08 20:57:17 2013	1365447437	0	83	84	83
Mon Apr 08 20:57:17 2013	1365447437	0	83	84	81
Mon Apr 08 20:57:42 2013	1365447462	0	83	84	61
Mon Apr 08 20:57:32 2013	1365447452	0	83	84	57
Mon Apr 08 20:57:31 2013	1365447451	0	83	84	48
Mon Apr 08 20:57:20 2013	1365447440	0	83	84	65
Mon Apr 08 20:57:22 2013	1365447442	0	83	84	63
Mon Apr 08 20:57:22 2013	1365447442	0	83	84	58
Mon Apr 08 20:57:52 2013	1365447472	0	83	84	57
Mon Apr 08 20:57:17 2013	1365447437	0	83	84	74
Mon Apr 08 20:57:30 2013	1365447450	0	83	84	62
Mon Apr 08 20:57:50 2013	1365447470	0	83	84	65
Mon Apr 08 20:57:49 2013	1365447469	0	83	84	60
Mon Apr 08 20:57:36 2013	1365447456	0	83	84	60
Mon Apr 08 20:57:39 2013	1365447459	0	83	84	57
Mon Apr 08 20:57:21 2013	1365447441	0	83	84	62
Mon Apr 08 20:57:49 2013	1365447469	0	83	84	54
Mon Apr 08 20:57:57 2013	1365447477	0	83	84	58
Mon Apr 08 20:57:17 2013	1365447437	0	83	84	83
Mon Apr 08 20:57:36 2013	1365447456	0	83	84	58
Mon Apr 08 20:57:26 2013	1365447446	0	84	84	58
Mon Apr 08 20:57:38 2013	1365447458	0	83	84	59
Mon Apr 08 20:57:33 2013	1365447453	0	83	84	55
Mon Apr 08 20:57:58 2013	1365447478	0	83	84	53
Mon Apr 08 20:57:16 2013	1365447436	0	84	84	78
Mon Apr 08 20:57:25 2013	1365447445	0	84	84	55
Mon Apr 08 20:57:23 2013	1365447443	1	83	84	65
Mon Apr 08 20:57:40 2013	1365447460	0	83	84	61
Mon Apr 08 20:57:38 2013	1365447458	0	83	84	62
Mon Apr 08 20:57:10 2013	1365447430	0	84	84	78
Mon Apr 08 20:57:57 2013	1365447477	0	83	84	60
Mon Apr 08 20:57:25 2013	1365447445	0	84	84	55
Mon Apr 08 20:57:42 2013	1365447462	0	84	84	48
Mon Apr 08 20:57:39 2013	1365447459	0	84	84	53
Mon Apr 08 20:57:49 2013	1365447469	0	83	84	57
Mon Apr 08 20:57:32 2013	1365447452	0	83	84	69
Mon Apr 08 20:57:28 2013	1365447448	0	84	84	61
Mon Apr 08 20:58:05 2013	1365447485	0	83	84	53
Mon Apr 08 20:57:30 2013	1365447450	0	84	84	62
Mon Apr 08 20:57:34 2013	1365447454	0	84	84	65
Mon Apr 08 20:57:25 2013	1365447445	0	84	84	59
Mon Apr 08 20:57:40 2013	1365447460	1	83	84	56
Mon Apr 08 20:57:28 2013	1365447448	0	84	84	63
Mon Apr 08 20:57:36 2013	1365447456	0	83	84	53
Mon Apr 08 20:58:03 2013	1365447483	0	83	84	59
Mon Apr 08 20:58:04 2013	1365447484	0	84	84	59
Mon Apr 08 20:58:05 2013	1365447485	0	83	84	56
Mon Apr 08 20:57:33 2013	1365447453	0	84	84	52
Mon Apr 08 20:57:14 2013	1365447434	0	84	84	67
Mon Apr 08 20:58:05 2013	1365447485	0	84	84	53
Mon Apr 08 20:57:55 2013	1365447475	0	84	84	56
Mon Apr 08 20:57:55 2013	1365447475	0	84	84	51
Mon Apr 08 20:57:31 2013	1365447451	0	84	84	53
Mon Apr 08 20:57:34 2013	1365447454	0	83	84	55
Mon Apr 08 20:57:14 2013	1365447434	0	84	84	81
Mon Apr 08 20:58:05 2013	1365447485	0	84	84	65
Mon Apr 08 20:57:38 2013	1365447458	0	83	84	56
Mon Apr 08 20:57:51 2013	1365447471	0	84	84	82
Mon Apr 08 20:57:24 2013	1365447444	0	84	84	62
Mon Apr 08 20:57:16 2013	1365447436	0	84	84	83
Mon Apr 08 20:57:59 2013	1365447479	0	84	84	62
Mon Apr 08 20:57:50 2013	1365447470	0	84	84	56
Mon Apr 08 20:58:03 2013	1365447483	0	84	84	65
Mon Apr 08 20:58:03 2013	1365447483	1	83	84	51
Mon Apr 08 20:57:16 2013	1365447436	0	84	84	81
Mon Apr 08 20:57:32 2013	1365447452	0	83	84	67
Mon Apr 08 20:58:06 2013	1365447486	0	84	84	59
Mon Apr 08 20:57:58 2013	1365447478	0	84	84	68
Mon Apr 08 20:57:22 2013	1365447442	0	84	84	58
Mon Apr 08 20:57:40 2013	1365447460	0	84	84	56
Mon Apr 08 20:57:26 2013	1365447446	0	83	84	55
Mon Apr 08 20:57:30 2013	1365447450	0	84	84	62
Mon Apr 08 20:57:22 2013	1365447442	0	84	84	55
Mon Apr 08 20:57:50 2013	1365447470	0	83	84	50
Mon Apr 08 20:57:16 2013	1365447436	0	84	84	73
Mon Apr 08 20:57:17 2013	1365447437	0	84	84	70
Mon Apr 08 20:57:20 2013	1365447440	0	84	84	60
Mon Apr 08 20:57:55 2013	1365447475	0	83	84	54
Mon Apr 08 20:57:25 2013	1365447445	0	84	84	59
Mon Apr 08 20:57:41 2013	1365447461	0	84	84	66
Mon Apr 08 20:57:23 2013	1365447443	0	84	84	58
Mon Apr 08 20:57:24 2013	1365447444	0	84	84	51
Mon Apr 08 20:57:21 2013	1365447441	0	84	84	57
Mon Apr 08 20:57:12 2013	1365447432	0	84	84	82
Mon Apr 08 20:57:20 2013	1365447440	0	84	84	58
Mon Apr 08 20:57:48 2013	1365447468	0	84	84	56
Mon Apr 08 20:57:12 2013	1365447432	0	84	84	82
Mon Apr 08 20:58:00 2013	1365447480	0	84	84	33
Mon Apr 08 20:58:06 2013	1365447486	0	84	84	60
Mon Apr 08 20:57:34 2013	1365447454	0	84	84	61
Mon Apr 08 20:57:33 2013	1365447453	0	84	84	63
Mon Apr 08 20:57:21 2013	1365447441	0	84	84	56
Mon Apr 08 20:57:21 2013	1365447441	0	84	84	60
Mon Apr 08 20:57:42 2013	1365447462	0	84	84	48
Mon Apr 08 20:57:27 2013	1365447447	0	84	84	54
Mon Apr 08 20:58:04 2013	1365447484	0	84	84	63
Mon Apr 08 20:57:19 2013	1365447439	0	84	84	78
Mon Apr 08 20:57:19 2013	1365447439	0	84	84	75
Mon Apr 08 20:57:39 2013	1365447459	0	84	84	63
Mon Apr 08 20:57:58 2013	1365447478	0	84	84	60
Mon Apr 08 20:57:53 2013	1365447473	0	84	84	59
Mon Apr 08 20:57:29 2013	1365447449	0	84	84	62
Mon Apr 08 20:57:09 2013	1365447429	0	84	84	73
Mon Apr 08 20:57:11 2013	1365447431	0	84	84	73
Mon Apr 08 20:57:48 2013	1365447468	1	83	84	62
Mon Apr 08 20:57:55 2013	1365447475	0	84	84	63
Mon Apr 08 20:57:36 2013	1365447456	0	84	84	45
Mon Apr 08 20:57:18 2013	1365447438	0	84	84	84
Mon Apr 08 20:57:55 2013	1365447475	0	84	84	52
Mon Apr 08 20:57:21 2013	1365447441	0	84	84	59
Mon Apr 08 20:57:31 2013	1365447451	0	84	84	63
Mon Apr 08 20:57:57 2013	1365447477	0	84	84	48
Mon Apr 08 20:57:39 2013	1365447459	1	83	84	58
Mon Apr 08 20:57:54 2013	1365447474	0	84	84	73
Mon Apr 08 20:57:38 2013	1365447458	0	84	84	72
Mon Apr 08 20:57:59 2013	1365447479	0	84	84	56
Mon Apr 08 20:57:28 2013	1365447448	0	84	84	63
Mon Apr 08 20:57:43 2013	1365447463	0	84	84	63
Mon Apr 08 20:57:17 2013	1365447437	0	84	84	83
Mon Apr 08 20:57:52 2013	1365447472	0	84	84	63
Mon Apr 08 20:57:15 2013	1365447435	0	84	84	82
Mon Apr 08 20:57:50 2013	1365447470	0	84	84	65
Mon Apr 08 20:57:57 2013	1365447477	0	84	84	55
Mon Apr 08 20:57:28 2013	1365447448	0	84	84	62
Mon Apr 08 20:57:32 2013	1365447452	0	84	84	51
Mon Apr 08 20:57:54 2013	1365447474	0	84	84	61
Mon Apr 08 20:57:25 2013	1365447445	0	84	84	59
Mon Apr 08 20:57:32 2013	1365447452	0	84	84	49
Mon Apr 08 20:57:08 2013	1365447428	0	84	84	74
Mon Apr 08 20:57:13 2013	1365447433	0	84	84	54
Mon Apr 08 20:57:21 2013	1365447441	0	84	84	56
Mon Apr 08 20:57:12 2013	1365447432	0	84	84	72
Mon Apr 08 20:57:53 2013	1365447473	0	84	84	61
Mon Apr 08 20:57:51 2013	1365447471	0	84	84	84
Mon Apr 08 20:57:24 2013	1365447444	0	84	84	55
Mon Apr 08 20:58:03 2013	1365447483	0	84	84	56
Mon Apr 08 20:57:50 2013	1365447470	0	84	84	63
Mon Apr 08 20:57:54 2013	1365447474	0	84	84	66
Mon Apr 08 20:57:39 2013	1365447459	0	84	84	58
Mon Apr 08 20:57:28 2013	1365447448	0	84	84	61
Mon Apr 08 20:57:38 2013	1365447458	0	84	84	57
Mon Apr 08 20:57:21 2013	1365447441	0	84	84	58
Mon Apr 08 20:57:15 2013	1365447435	0	84	84	82
Mon Apr 08 20:57:52 2013	1365447472	0	84	84	58
Mon Apr 08 20:57:20 2013	1365447440	0	84	84	55
Mon Apr 08 20:57:35 2013	1365447455	0	84	84	60
Mon Apr 08 20:57:37 2013	1365447457	0	84	84	83
Mon Apr 08 20:57:39 2013	1365447459	0	84	84	54
Mon Apr 08 20:57:58 2013	1365447478	0	84	84	57
Mon Apr 08 20:57:36 2013	1365447456	0	84	84	58
Mon Apr 08 20:57:31 2013	1365447451	0	84	84	51
Mon Apr 08 20:57:22 2013	1365447442	0	84	84	55
Mon Apr 08 20:57:58 2013	1365447478	0	84	84	54
Mon Apr 08 20:57:27 2013	1365447447	0	84	84	64
Mon Apr 08 20:57:24 2013	1365447444	0	84	84	53
Mon Apr 08 20:57:08 2013	1365447428	0	84	84	84
Mon Apr 08 20:57:41 2013	1365447461	0	84	84	55
Mon Apr 08 20:58:03 2013	1365447483	0	84	84	66
Mon Apr 08 20:58:06 2013	1365447486	0	84	84	64
Mon Apr 08 20:57:08 2013	1365447428	0	84	84	76
Mon Apr 08 20:57:12 2013	1365447432	0	84	84	83
Mon Apr 08 20:57:40 2013	1365447460	0	84	84	55
Mon Apr 08 20:57:29 2013	1365447449	0	84	84	56
Mon Apr 08 20:57:37 2013	1365447457	0	84	84	50
Mon Apr 08 20:57:49 2013	1365447469	0	84	84	64
Mon Apr 08 20:57:31 2013	1365447451	0	84	84	61
Mon Apr 08 20:57:20 2013	1365447440	0	84	84	58
Mon Apr 08 20:57:33 2013	1365447453	0	84	84	60
Mon Apr 08 20:58:05 2013	1365447485	1	84	84	57
Mon Apr 08 20:57:15 2013	1365447435	0	84	84	68
Mon Apr 08 20:57:28 2013	1365447448	0	84	84	63
Mon Apr 08 20:57:27 2013	1365447447	0	84	84	62
Mon Apr 08 20:57:59 2013	1365447479	0	84	84	56
Mon Apr 08 20:57:16 2013	1365447436	0	84	84	81
Mon Apr 08 20:57:10 2013	1365447430	0	84	84	74
Mon Apr 08 20:57:57 2013	1365447477	0	84	84	55
Mon Apr 08 20:57:39 2013	1365447459	0	84	84	56
Mon Apr 08 20:57:20 2013	1365447440	0	84	84	58
Mon Apr 08 20:57:36 2013	1365447456	0	84	84	66
Mon Apr 08 20:57:31 2013	1365447451	0	84	84	56
Mon Apr 08 20:57:22 2013	1365447442	0	84	84	57
Mon Apr 08 20:57:27 2013	1365447447	0	84	84	60
Mon Apr 08 20:57:30 2013	1365447450	0	84	84	52
Mon Apr 08 20:57:23 2013	1365447443	0	84	84	58
Mon Apr 08 20:57:41 2013	1365447461	0	84	84	59
Mon Apr 08 20:57:22 2013	1365447442	0	84	84	60
Mon Apr 08 20:57:11 2013	1365447431	0	84	84	79
Mon Apr 08 20:57:42 2013	1365447462	0	84	84	56
Mon Apr 08 20:57:40 2013	1365447460	0	84	84	54
Mon Apr 08 20:57:26 2013	1365447446	0	84	84	60
Mon Apr 08 20:57:50 2013	1365447470	0	84	84	61
Mon Apr 08 20:57:57 2013	1365447477	1	83	84	58
Mon Apr 08 20:57:26 2013	1365447446	0	84	84	58
Mon Apr 08 20:57:24 2013	1365447444	0	84	84	39
Mon Apr 08 20:57:37 2013	1365447457	0	84	84	62
Mon Apr 08 20:57:17 2013	1365447437	0	84	84	80
Mon Apr 08 20:57:23 2013	1365447443	0	84	84	58
Mon Apr 08 20:58:03 2013	1365447483	0	84	84	47
Mon Apr 08 20:57:12 2013	1365447432	0	84	84	69
Mon Apr 08 20:57:37 2013	1365447457	0	84	84	60
Mon Apr 08 20:57:57 2013	1365447477	0	84	84	57
Mon Apr 08 20:57:20 2013	1365447440	0	84	84	63
Mon Apr 08 20:57:36 2013	1365447456	0	84	84	56
Mon Apr 08 20:57:11 2013	1365447431	0	84	84	81
Mon Apr 08 20:57:23 2013	1365447443	0	84	84	55
Mon Apr 08 20:57:41 2013	1365447461	0	84	84	58
Mon Apr 08 20:57:35 2013	1365447455	0	84	84	61
Mon Apr 08 20:57:22 2013	1365447442	0	84	84	62
Mon Apr 08 20:57:15 2013	1365447435	0	84	84	74
Mon Apr 08 20:57:12 2013	1365447432	0	84	84	83
Mon Apr 08 20:57:23 2013	1365447443	0	84	84	53
Mon Apr 08 20:57:36 2013	1365447456	0	84	84	58
Mon Apr 08 20:57:28 2013	1365447448	0	84	84	55
Mon Apr 08 20:57:40 2013	1365447460	0	84	84	59
Mon Apr 08 20:57:34 2013	1365447454	0	84	84	59
Mon Apr 08 20:57:51 2013	1365447471	0	84	84	84
Mon Apr 08 20:57:27 2013	1365447447	0	84	84	57
Mon Apr 08 20:57:55 2013	1365447475	0	84	84	79
Mon Apr 08 20:57:21 2013	1365447441	0	84	84	56
Mon Apr 08 20:57:34 2013	1365447454	0	84	84	59
Mon Apr 08 20:57:39 2013	1365447459	0	84	84	62
Mon Apr 08 20:57:31 2013	1365447451	0	84	84	58
Mon Apr 08 20:57:32 2013	1365447452	0	84	84	60
Mon Apr 08 20:58:01 2013	1365447481	0	84	84	75
Mon Apr 08 20:57:07 2013	1365447427	0	84	84	77
Mon Apr 08 20:57:17 2013	1365447437	0	84	84	73
Mon Apr 08 20:57:33 2013	1365447453	0	84	84	65
Mon Apr 08 20:57:21 2013	1365447441	0	84	84	56
Mon Apr 08 20:57:25 2013	1365447445	0	84	84	55
Mon Apr 08 20:58:03 2013	1365447483	0	84	85	59
Mon Apr 08 20:57:42 2013	1365447462	0	84	85	64
Mon Apr 08 20:57:26 2013	1365447446	0	84	85	61
Mon Apr 08 20:57:57 2013	1365447477	0	84	85	60
Mon Apr 08 20:57:56 2013	1365447476	0	84	85	53
Mon Apr 08 20:57:53 2013	1365447473	0	84	85	61
Mon Apr 08 20:57:41 2013	1365447461	0	84	85	50
Mon Apr 08 20:57:36 2013	1365447456	0	84	85	52
Mon Apr 08 20:57:43 2013	1365447463	0	84	85	66
Mon Apr 08 20:57:36 2013	1365447456	0	84	85	58
Mon Apr 08 20:58:00 2013	1365447480	0	84	85	64
Mon Apr 08 20:57:33 2013	1365447453	0	84	85	57
Mon Apr 08 20:57:07 2013	1365447427	0	84	85	81
Mon Apr 08 20:57:42 2013	1365447462	0	84	85	59
Mon Apr 08 20:57:34 2013	1365447454	0	84	85	58
Mon Apr 08 20:57:59 2013	1365447479	0	84	85	55
Mon Apr 08 20:57:17 2013	1365447437	0	84	85	84
Mon Apr 08 20:57:57 2013	1365447477	0	84	85	64
Mon Apr 08 20:57:57 2013	1365447477	0	84	85	54
Mon Apr 08 20:57:25 2013	1365447445	0	84	85	64
Mon Apr 08 20:57:51 2013	1365447471	0	84	85	68
Mon Apr 08 20:57:37 2013	1365447457	0	84	85	56
Mon Apr 08 20:57:17 2013	1365447437	0	84	85	77
Mon Apr 08 20:57:17 2013	1365447437	0	84	85	71
Mon Apr 08 20:57:49 2013	1365447469	0	84	85	59
Mon Apr 08 20:57:21 2013	1365447441	0	85	85	59
Mon Apr 08 20:57:23 2013	1365447443	1	84	85	58
Mon Apr 08 20:57:31 2013	1365447451	0	85	85	56
Mon Apr 08 20:57:26 2013	1365447446	0	85	85	59
Mon Apr 08 20:58:05 2013	1365447485	0	84	85	51
Mon Apr 08 20:57:52 2013	1365447472	0	84	85	61
Mon Apr 08 20:57:35 2013	1365447455	0	84	85	50
Mon Apr 08 20:57:59 2013	1365447479	0	84	85	62
Mon Apr 08 20:57:55 2013	1365447475	0	84	85	60
Mon Apr 08 20:57:32 2013	1365447452	0	84	85	54
Mon Apr 08 20:57:10 2013	1365447430	0	85	85	71
Mon Apr 08 20:57:34 2013	1365447454	0	85	85	61
Mon Apr 08 20:57:19 2013	1365447439	0	85	85	75
Mon Apr 08 20:57:54 2013	1365447474	0	84	85	56
Mon Apr 08 20:57:42 2013	1365447462	0	84	85	51
Mon Apr 08 20:57:20 2013	1365447440	0	85	85	59
Mon Apr 08 20:58:06 2013	1365447486	0	84	85	53
Mon Apr 08 20:58:02 2013	1365447482	0	85	85	36
Mon Apr 08 20:58:01 2013	1365447481	0	84	85	53
Mon Apr 08 20:57:59 2013	1365447479	0	84	85	53
Mon Apr 08 20:57:53 2013	1365447473	0	85	85	65
Mon Apr 08 20:57:11 2013	1365447431	0	85	85	80
Mon Apr 08 20:57:33 2013	1365447453	0	84	85	55
Mon Apr 08 20:57:33 2013	1365447453	0	85	85	58
Mon Apr 08 20:57:34 2013	1365447454	0	85	85	59
Mon Apr 08 20:57:51 2013	1365447471	0	85	85	62
Mon Apr 08 20:57:26 2013	1365447446	0	85	85	55
Mon Apr 08 20:58:05 2013	1365447485	0	85	85	63
Mon Apr 08 20:57:28 2013	1365447448	0	85	85	65
Mon Apr 08 20:57:55 2013	1365447475	0	85	85	64
Mon Apr 08 20:57:22 2013	1365447442	0	85	85	54
Mon Apr 08 20:57:22 2013	1365447442	0	85	85	65
Mon Apr 08 20:57:30 2013	1365447450	0	85	85	64
Mon Apr 08 20:57:53 2013	1365447473	0	85	85	66
Mon Apr 08 20:57:52 2013	1365447472	0	85	85	57
Mon Apr 08 20:58:02 2013	1365447482	0	84	85	61
Mon Apr 08 20:57:59 2013	1365447479	0	85	85	58
Mon Apr 08 20:57:37 2013	1365447457	0	85	85	80
Mon Apr 08 20:57:34 2013	1365447454	0	85	85	61
Mon Apr 08 20:57:36 2013	1365447456	0	85	85	50
Mon Apr 08 20:57:26 2013	1365447446	0	85	85	59
Mon Apr 08 20:58:05 2013	1365447485	0	84	85	60
Mon Apr 08 20:57:49 2013	1365447469	1	84	85	55
Mon Apr 08 20:57:31 2013	1365447451	0	85	85	62
Mon Apr 08 20:57:59 2013	1365447479	0	85	85	57
Mon Apr 08 20:57:25 2013	1365447445	0	85	85	57
Mon Apr 08 20:57:12 2013	1365447432	0	85	85	81
Mon Apr 08 20:57:52 2013	1365447472	0	85	85	62
Mon Apr 08 20:57:21 2013	1365447441	0	85	85	56
Mon Apr 08 20:57:26 2013	1365447446	0	85	85	56
Mon Apr 08 20:57:36 2013	1365447456	0	84	85	64
Mon Apr 08 20:57:54 2013	1365447474	0	85	85	61
Mon Apr 08 20:57:48 2013	1365447468	0	85	85	62
Mon Apr 08 20:57:40 2013	1365447460	0	85	85	58
Mon Apr 08 20:57:55 2013	1365447475	1	84	85	84
Mon Apr 08 20:57:30 2013	1365447450	0	85	85	57
Mon Apr 08 20:57:59 2013	1365447479	0	85	85	56
Mon Apr 08 20:57:32 2013	1365447452	0	85	85	58
Mon Apr 08 20:57:26 2013	1365447446	0	85	85	58
Mon Apr 08 20:57:21 2013	1365447441	0	85	85	49
Mon Apr 08 20:57:34 2013	1365447454	0	85	85	55
Mon Apr 08 20:57:13 2013	1365447433	0	85	85	75
Mon Apr 08 20:57:26 2013	1365447446	0	85	85	53
Mon Apr 08 20:57:56 2013	1365447476	1	84	85	51
Mon Apr 08 20:57:28 2013	1365447448	0	85	85	60
Mon Apr 08 20:57:12 2013	1365447432	0	84	85	84
Mon Apr 08 20:57:41 2013	1365447461	0	85	85	66
Mon Apr 08 20:57:27 2013	1365447447	0	85	85	63
Mon Apr 08 20:57:43 2013	1365447463	0	85	85	64
Mon Apr 08 20:57:15 2013	1365447435	0	85	85	78
Mon Apr 08 20:57:41 2013	1365447461	0	85	85	50
Mon Apr 08 20:57:29 2013	1365447449	0	85	85	61
Mon Apr 08 20:57:25 2013	1365447445	0	85	85	56
Mon Apr 08 20:57:30 2013	1365447450	0	85	85	56
Mon Apr 08 20:57:37 2013	1365447457	0	85	85	54
Mon Apr 08 20:57:18 2013	1365447438	0	85	85	71
Mon Apr 08 20:58:01 2013	1365447481	0	85	85	84
Mon Apr 08 20:57:15 2013	1365447435	0	85	85	71
Mon Apr 08 20:57:25 2013	1365447445	0	85	85	60
Mon Apr 08 20:58:03 2013	1365447483	0	85	85	61
Mon Apr 08 20:57:25 2013	1365447445	0	85	85	60
Mon Apr 08 20:57:51 2013	1365447471	0	85	85	49
Mon Apr 08 20:57:33 2013	1365447453	0	85	85	65
Mon Apr 08 20:57:36 2013	1365447456	0	85	85	63
Mon Apr 08 20:57:50 2013	1365447470	0	85	85	57
Mon Apr 08 20:57:44 2013	1365447464	0	85	85	45
Mon Apr 08 20:57:14 2013	1365447434	0	85	85	84
Mon Apr 08 20:57:52 2013	1365447472	0	85	85	54
Mon Apr 08 20:57:12 2013	1365447432	0	85	85	81
Mon Apr 08 20:57:16 2013	1365447436	0	85	85	55
Mon Apr 08 20:57:50 2013	1365447470	0	85	85	64
Mon Apr 08 20:57:35 2013	1365447455	0	85	85	60
Mon Apr 08 20:57:10 2013	1365447430	0	85	85	74
Mon Apr 08 20:57:56 2013	1365447476	0	85	85	62
Mon Apr 08 20:57:41 2013	1365447461	0	85	85	58
Mon Apr 08 20:57:21 2013	1365447441	0	85	85	59
Mon Apr 08 20:57:31 2013	1365447451	0	85	85	51
Mon Apr 08 20:57:27 2013	1365447447	0	85	85	61
Mon Apr 08 20:57:42 2013	1365447462	0	85	85	60
Mon Apr 08 20:57:49 2013	1365447469	0	85	85	53
Mon Apr 08 20:57:40 2013	1365447460	0	85	85	61
Mon Apr 08 20:57:35 2013	1365447455	0	85	85	58
Mon Apr 08 20:57:25 2013	1365447445	0	85	85	62
Mon Apr 08 20:57:34 2013	1365447454	0	85	85	60
Mon Apr 08 20:58:04 2013	1365447484	0	85	85	60
Mon Apr 08 20:57:34 2013	1365447454	0	85	85	57
Mon Apr 08 20:57:15 2013	1365447435	0	85	85	84
Mon Apr 08 20:57:17 2013	1365447437	0	85	85	74
Mon Apr 08 20:57:35 2013	1365447455	1	85	85	62
Mon Apr 08 20:57:56 2013	1365447476	0	85	85	35
Mon Apr 08 20:57:40 2013	1365447460	0	85	85	61
Mon Apr 08 20:57:39 2013	1365447459	0	85	85	62
Mon Apr 08 20:57:12 2013	1365447432	0	85	85	84
Mon Apr 08 20:57:21 2013	1365447441	0	85	85	65
Mon Apr 08 20:57:28 2013	1365447448	0	85	85	57
Mon Apr 08 20:57:53 2013	1365447473	1	84	85	51
Mon Apr 08 20:57:25 2013	1365447445	1	85	85	61
Mon Apr 08 20:57:12 2013	1365447432	0	85	85	84
Mon Apr 08 20:57:13 2013	1365447433	0	85	85	79
Mon Apr 08 20:57:34 2013	1365447454	0	85	85	60
Mon Apr 08 20:57:51 2013	1365447471	0	85	85	81
Mon Apr 08 20:57:29 2013	1365447449	0	85	85	58
Mon Apr 08 20:57:10 2013	1365447430	0	85	85	75
Mon Apr 08 20:57:16 2013	1365447436	0	85	85	67
Mon Apr 08 20:57:28 2013	1365447448	0	85	85	54
Mon Apr 08 20:57:21 2013	1365447441	0	85	85	54
Mon Apr 08 20:57:22 2013	1365447442	1	84	85	57
Mon Apr 08 20:57:14 2013	1365447434	0	85	85	19
Mon Apr 08 20:58:00 2013	1365447480	1	85	85	54
Mon Apr 08 20:57:39 2013	1365447459	0	85	85	52
Mon Apr 08 20:57:41 2013	1365447461	0	85	85	60
Mon Apr 08 20:57:19 2013	1365447439	0	85	85	83
Mon Apr 08 20:57:34 2013	1365447454	0	85	85	59
Mon Apr 08 20:57:50 2013	1365447470	0	85	85	64
Mon Apr 08 20:57:27 2013	1365447447	0	85	85	64
Mon Apr 08 20:57:28 2013	1365447448	0	85	85	62
Mon Apr 08 20:57:42 2013	1365447462	0	85	85	48
Mon Apr 08 20:57:34 2013	1365447454	0	85	85	61
Mon Apr 08 20:58:03 2013	1365447483	0	85	85	62
Mon Apr 08 20:57:54 2013	1365447474	1	85	85	63
Mon Apr 08 20:57:27 2013	1365447447	0	85	85	58
Mon Apr 08 20:57:44 2013	1365447464	0	85	85	36
Mon Apr 08 20:57:56 2013	1365447476	0	85	85	58
Mon Apr 08 20:57:32 2013	1365447452	0	85	85	57
Mon Apr 08 20:58:02 2013	1365447482	0	85	85	17
Mon Apr 08 20:57:30 2013	1365447450	0	85	85	59
Mon Apr 08 20:58:05 2013	1365447485	0	85	85	59
Mon Apr 08 20:57:57 2013	1365447477	0	85	85	53
Mon Apr 08 20:57:57 2013	1365447477	0	85	85	55
Mon Apr 08 20:57:30 2013	1365447450	0	85	85	53
Mon Apr 08 20:58:00 2013	1365447480	0	85	85	53
